"paper_id","run_at","success","error","elapsed_ms","download_ms","llm_ms","column_ms","n_files","n_data_files","n_agg_dirs","n_raw","n_nonraw","n_columns","n_src_files"
"0956797614557697",NA,"TRUE",NA,9191,11,8903,72,6,5,0,0,5,5,"5"
"0956797615583071",NA,"TRUE",NA,60637,21,45740,14629,38,2,0,0,2,56,"2"
"0956797615620784",NA,"TRUE",NA,17725,5,8519,9077,3,1,0,0,1,11,"1"
"0956797616636631",NA,"TRUE",NA,5793,12,5575,3,7,0,0,0,0,0,"0"
"0956797616647519",NA,"TRUE",NA,31894,17,20511,11099,18,8,0,0,8,141,"8"
"0956797616661199",NA,"TRUE",NA,111770,16,34994,76579,17,15,0,0,15,954,"15"
"0956797616663878",NA,"TRUE",NA,5829,6,5569,19,3,3,0,0,3,3,"3"
"0956797616665351",NA,"TRUE",NA,11487,6,6590,4656,2,2,0,2,0,14,"2"
"0956797617692000",NA,"TRUE",NA,61445,13,14633,46544,11,3,0,0,3,148,"3"
"0956797617694867",NA,"TRUE",NA,28427,10,13940,14274,9,6,0,0,6,69,"6"
"0956797617705391",NA,"TRUE",NA,36238,57,12901,23051,7,6,0,0,6,113,"5"
"0956797617716929",NA,"TRUE",NA,18238,39,9348,8653,6,3,0,0,3,77,"2"
"0956797617724435",NA,"TRUE",NA,29184,13,28925,18,19,2,0,0,2,10,"2"
"0956797617737129",NA,"TRUE",NA,75892,9,10803,64840,10,5,0,0,5,7494,"5"
"0956797617739368",NA,"TRUE",NA,148345,29,115078,33047,55,8,0,0,8,264,"8"
"0956797618755322",NA,"TRUE",NA,261361,158,183909,77072,460,240,2,238,2,2630,"240"
"0956797618760197",NA,"TRUE",NA,117871,88,109302,8188,180,1,0,0,1,23,"1"
"0956797618785899",NA,"TRUE",NA,5641,20,5360,2,3,0,0,0,0,0,"0"
"0956797619830329",NA,"TRUE",NA,4126,10,3820,2,6,0,0,0,0,0,"0"
"0956797619835147",NA,"TRUE",NA,6075,5,5958,3,3,0,0,0,0,0,"0"
"0956797619837981",NA,"TRUE",NA,14478,4,14221,48,4,3,0,0,3,26,"3"
"0956797619841265",NA,"TRUE",NA,19811,13,14418,5236,9,4,0,0,4,46,"4"
"0956797619844231",NA,"TRUE",NA,145829,33,58683,86931,24,10,0,0,10,299,"10"
"0956797619866625",NA,"TRUE",NA,12470,10,12233,24,10,2,0,2,0,23,"2"
"0956797619866627",NA,"TRUE",NA,44720,32,36608,7907,23,4,0,0,4,148,"4"
"0956797619881134",NA,"TRUE",NA,46455,48,46067,7,131,19,1,0,19,0,"0"
"0956797619890619",NA,"TRUE",NA,181661,101,152997,28365,102,40,0,0,40,321,"13"
"0956797620903716",NA,"TRUE",NA,71883,39,47603,24093,24,7,0,0,7,191,"6"
"0956797620904990",NA,"TRUE",NA,59590,32,54789,4424,42,4,0,0,4,38,"4"
"0956797620927648",NA,"TRUE",NA,11035,7,3483,7360,2,1,0,0,1,94,"1"
"0956797620927967",NA,"TRUE",NA,18737,29,10572,7883,65,5,1,1,4,57,"5"
"0956797620929302",NA,"TRUE",NA,46125,24,26058,19887,28,20,0,3,17,6521,"20"
"0956797620931108",NA,"TRUE",NA,19166,3354,11489,4130,14405,2,1,0,2,33,"2"
"0956797620939054",NA,"TRUE",NA,56290,37,55992,9,47,2,0,0,2,0,"0"
"0956797620941840",NA,"TRUE",NA,23580,7,19551,3819,8,3,0,0,3,505,"3"
"0956797620948821",NA,"TRUE",NA,35485,17,27067,8294,13,10,0,0,10,110,"10"
"0956797620955209",NA,"TRUE",NA,80651,63,46256,34122,38,26,0,0,26,943,"10"
"0956797620957625",NA,"TRUE",NA,28378,42,24017,3990,124,1,1,0,1,31,"1"
"0956797620958638",NA,"TRUE",NA,104365,50,103923,81,148,14,0,0,14,56,"14"
"0956797620960011",NA,"TRUE",NA,60356,16,14249,45788,15,3,0,0,3,253,"3"
"0956797620963615",NA,"TRUE",NA,121639,103,107140,14121,183,7,1,0,7,127,"6"
"0956797620965536",NA,"TRUE",NA,137253,43,97023,39914,69,8,0,2,6,794,"8"
"0956797620967261",NA,"TRUE",NA,50220,5,15655,34271,6,2,0,0,2,223,"2"
"0956797620971298",NA,"TRUE",NA,38850,5,10981,27738,6,3,0,0,3,325,"3"
"0956797620975781",NA,"TRUE",NA,18688,5,14271,4108,6,3,0,0,3,22,"3"
"0956797620984464",NA,"TRUE",NA,23420,6,23107,79,9,7,0,0,7,103,"7"
"09567976211001317",NA,"TRUE",NA,5387,13,5251,3,3,0,0,0,0,0,"0"
"09567976211005465",NA,"TRUE",NA,30421,6,5389,24798,5,3,0,0,3,121,"3"
"09567976211007414",NA,"TRUE",NA,49600,24,30847,18513,21,8,0,0,8,125,"8"
"09567976211007788",NA,"TRUE",NA,47373,31,47104,2,24,0,0,0,0,0,"0"
"09567976211010718",NA,"TRUE",NA,224361,148,189243,34667,177,62,0,10,52,473,"42"
"09567976211011969",NA,"TRUE",NA,80391,56,30740,49305,29,17,0,0,17,1168,"17"
"09567976211016410",NA,"TRUE",NA,88178,57,23366,64436,35,19,0,19,0,1691,"19"
"09567976211018618",NA,"TRUE",NA,29808,16,15498,14033,16,11,0,0,11,427,"11"
"09567976211019950",NA,"TRUE",NA,227896,50,140968,86588,144,22,0,0,22,577,"22"
"09567976211024259",NA,"TRUE",NA,31175,16,26460,4403,18,11,0,0,11,119,"11"
"09567976211024260",NA,"TRUE",NA,144140,41,100271,43567,102,6,0,0,6,394,"6"
"09567976211024535",NA,"TRUE",NA,397962,61,134710,262950,86,7,0,0,7,1121,"7"
"09567976211026983",NA,"TRUE",NA,37708,151,31974,3589,193,4,1,0,4,38,"4"
"09567976211028978",NA,"TRUE",NA,27365,6,9350,17776,4,2,0,0,2,50,"2"
"09567976211030630",NA,"TRUE",NA,898010,13,9464,888146,7,3,0,0,3,160,"3"
"09567976211032224",NA,"TRUE",NA,38275,24,13518,24307,11,9,0,0,9,226,"9"
"09567976211037971",NA,"TRUE",NA,13098,13,12789,3,3,0,0,0,0,0,"0"
"09567976211040491",NA,"TRUE",NA,484238,1090,58410,424577,231,200,2,0,200,3415,"80"
"09567976211040803",NA,"TRUE",NA,59000,17,23416,35290,12,3,0,0,3,146,"3"
"09567976211043428",NA,"TRUE",NA,4058,5,3769,3,1,0,0,0,0,0,"0"
"09567976211046884",NA,"TRUE",NA,9334,7,9195,2,6,0,0,0,0,0,"0"
"09567976211049439",NA,"TRUE",NA,122496,49,89024,33211,60,15,0,3,12,1133,"15"
"09567976211051272",NA,"TRUE",NA,36146,33,32365,3379,34,10,0,0,10,92,"10"
"09567976211052476",NA,"TRUE",NA,23876,26,15001,8714,16,3,0,0,3,54,"3"
"09567976211055375",NA,"TRUE",NA,1564898,81,1563642,969,191,149,1,0,149,15,"1"
"09567976211059801",NA,"TRUE",NA,2696,10,2378,3,6,0,0,0,0,0,"0"
"09567976211068045",NA,"TRUE",NA,28506,14,15215,13141,29,15,0,0,15,121,"9"
"09567976211068880",NA,"TRUE",NA,5875,8,3128,2245,4,3,0,0,3,76,"3"
"0956797621991137",NA,"TRUE",NA,3714,8,3374,48,7,6,0,0,6,43,"6"
"0956797621991548",NA,"TRUE",NA,4604,6,2493,1787,3,3,0,0,3,35,"3"
"0956797621995202",NA,"TRUE",NA,78836,64,39722,38631,51,7,0,0,7,5788,"7"
"0956797621996660",NA,"TRUE",NA,432864,42,431625,941,164,11,1,0,11,424,"11"
"0956797621996667",NA,"TRUE",NA,2625,76,2135,5,195,0,1,0,0,0,"0"
"0956797621997350",NA,"TRUE",NA,2128,12,1001,8,6,0,0,0,0,0,"0"
"0956797621997366",NA,"TRUE",NA,315682,24,12375,301970,14,4,0,0,4,240,"4"
"0956797621998312",NA,"TRUE",NA,22348,28,19589,2336,31,6,0,0,6,64,"5"
"09567976221082941",NA,"TRUE",NA,155584,206,63753,91301,821,565,3,563,2,87724,"565"
"09567976221083219",NA,"TRUE",NA,8598,11,5916,2115,4,1,0,1,0,17,"1"
"09567976221094036",NA,"TRUE",NA,42539,36,27219,15000,26,5,0,0,5,118,"5"
"09567976221094782",NA,"TRUE",NA,25423,16,18910,5965,24,7,0,0,7,82,"3"
"09567976221101045",NA,"TRUE",NA,3210,7,2662,34,3,0,0,0,0,0,"0"
"09567976221114055",NA,"TRUE",NA,2476,5,2174,2,1,0,0,0,0,0,"0"
"09567976221116892",NA,"TRUE",NA,12332,14,11992,2,22,0,0,0,0,0,"0"
"09567976221116893",NA,"TRUE",NA,50997,41,27477,22833,48,6,0,1,5,1121,"6"
"09567976221119391",NA,"TRUE",NA,27338,41,23573,3466,70,4,0,0,4,45,"4"
"09567976221131519",NA,"TRUE",NA,12824,9,4212,8215,12,5,0,0,5,35,"5"
"09567976221147258",NA,"TRUE",NA,36166,12,24411,11548,32,11,0,0,11,606,"11"
"09567976221147259",NA,"TRUE",NA,9845,40,7067,2464,6,5,0,0,5,105,"5"
"09567976221150616",NA,"TRUE",NA,62607,37,34062,28203,90,7,0,0,7,1007,"7"
"09567976231151581",NA,"TRUE",NA,29561,129,23542,5445,611,2,4,1,1,38,"2"
"09567976231154804",NA,"TRUE",NA,12775,12,6992,5513,12,4,0,0,4,126,"4"
"09567976231156413",NA,"TRUE",NA,27839,365,7872,19272,17,4,0,4,0,106,"4"
"09567976231156793",NA,"TRUE",NA,7180,4,2889,3994,5,1,0,0,1,84,"1"
"09567976231158288",NA,"TRUE",NA,54376,53,24358,29788,60,8,0,0,8,852,"8"
"09567976231161565",NA,"TRUE",NA,2494,5,2237,2,1,0,0,0,0,0,"0"
"09567976231164553",NA,"TRUE",NA,3524,9,3217,2,3,0,0,0,0,0,"0"
"09567976231173900",NA,"TRUE",NA,12898,34,5893,6488,17,8,0,0,8,74,"8"
"09567976231173902",NA,"TRUE",NA,64131,64,28908,34830,213,199,2,77,122,18700,"199"
"09567976231177968",NA,"TRUE",NA,27113,48,24174,2550,42,9,0,0,9,50,"9"
"09567976231179378",NA,"TRUE",NA,30094,35,29645,91,72,64,0,0,64,46,"5"
"09567976231180578",NA,"TRUE",NA,9005,30,4727,4001,9,1,0,0,1,26,"1"
"09567976231180588",NA,"TRUE",NA,15247,7,3040,11782,3,1,0,0,1,64,"1"
"09567976231180881",NA,"TRUE",NA,17316,2231,4476,10404,7,1,0,0,1,78,"1"
"09567976231184887",NA,"TRUE",NA,16045,47,15819,18,29,1,0,0,1,18,"1"
"09567976231185129",NA,"TRUE",NA,4091,19,3890,3,3,0,0,0,0,0,"0"
"09567976231190546",NA,"TRUE",NA,65161,3571,50860,10289,2947,28,4,1,27,270,"10"
"09567976231192241",NA,"TRUE",NA,61745,1160,28852,31458,81,11,0,0,11,156,"11"
"09567976231196145",NA,"TRUE",NA,10355,12,8100,1967,12,6,0,0,6,128,"6"
"09567976231198194",NA,"TRUE",NA,8418,11,4574,3592,7,4,0,0,4,34,"4"
"09567976231199440",NA,"TRUE",NA,32295,27,5643,26332,13,5,0,1,4,622,"5"
"09567976231207095",NA,"TRUE",NA,58220,127,21779,36037,786,12,2,0,12,14497,"12"
"09567976231213572",NA,"TRUE",NA,6428,6,6148,3,4,0,0,0,0,0,"0"
"09567976231217508",NA,"TRUE",NA,278508,11935,22085,244480,131,84,1,0,84,6547,"82"
"09567976231218640",NA,"TRUE",NA,14507,1302,7936,5121,188,6,2,0,6,30,"1"
"09567976231220902",NA,"TRUE",NA,110837,104,82082,28331,102,21,0,0,21,3849,"21"
"09567976231221789",NA,"TRUE",NA,5686,22,3609,1846,6,5,0,0,5,33,"5"
"09567976231222288",NA,"TRUE",NA,19699,132,12386,6791,90,7,1,0,7,97,"5"
"09567976231222836",NA,"TRUE",NA,15256,49,11463,3551,119,81,1,0,81,492,"81"
"09567976231223130",NA,"TRUE",NA,123134,804,90449,31646,706,271,4,263,8,17333,"264"
"09567976231223410",NA,"TRUE",NA,46984,64,7486,39194,281,274,4,0,274,9808,"274"
"09567976241227411",NA,"TRUE",NA,27014,11,5969,20625,11,8,0,0,8,154,"6"
"09567976241228504",NA,"TRUE",NA,41438,42,40761,447,84,12,0,0,12,529,"12"
"09567976241232891",NA,"TRUE",NA,44879,141,37894,6649,65,18,0,0,18,2943,"16"
"09567976241239932",NA,"TRUE",NA,34448,1265,25511,7506,46,2,0,0,2,137,"2"
"09567976241242105",NA,"TRUE",NA,2328,10,2021,2,3,0,0,0,0,0,"0"
"09567976241246561",NA,"TRUE",NA,19269,44,18735,19,78,75,0,0,75,0,"0"
"09567976241249183",NA,"TRUE",NA,46356,116,18392,27487,24,6,0,0,6,3520,"6"
"09567976241254312",NA,"TRUE",NA,15313,99,10493,4456,18,1,0,0,1,9,"1"
"09567976241263344",NA,"TRUE",NA,84256,675,78124,5106,428,250,3,0,250,90,"14"
"09567976241266516",NA,"TRUE",NA,60386,613,51042,8406,271,4,2,0,4,90,"4"
"09567976241267854",NA,"TRUE",NA,8779,11,4193,4196,6,3,0,0,3,115,"3"
"09567976231188107",NA,"FALSE","too_large: 1090 paths would require 55 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976241279291",NA,"FALSE","too_large: 1841 paths would require 93 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976241263347",NA,"FALSE","too_large: 2028 paths would require 102 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620915887",NA,"FALSE","too_large: 2059 paths would require 103 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797619869905",NA,"FALSE","too_large: 350 paths would require 18 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620985832",NA,"FALSE","too_large: 414 paths would require 21 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221086513",NA,"FALSE","too_large: 4306 paths would require 216 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221131520",NA,"FALSE","too_large: 508 paths would require 26 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620970548",NA,"FALSE","too_large: 511 paths would require 26 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221140341",NA,"FALSE","too_large: 895 paths would require 45 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620958650",NA,"FALSE","too_large: 956 paths would require 48 LLM calls (max 10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA0956797613520608"
"FALSE",NA,"download_failed: OSF download produced no directory for paper 0956797613520608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"0956797614522816",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797614522816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797614527830",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797614527830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797614560771",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797614560771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797614566469",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797614566469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797615569001",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797615569001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797615569889",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797615569889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797615588467",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797615588467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797615603702",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797615603702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797615615584",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797615615584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797615617779",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797615617779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797615625973",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797615625973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797616631990",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797616631990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797616634654",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797616634654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797616634665",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797616634665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797616657319",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797616657319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797616667447",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797616667447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797616669994",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797616669994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797616671327",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797616671327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797616671712",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797616671712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617693326",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617693326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617702501",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617702501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617702699",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617702699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617705667",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617705667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617707270",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617707270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617710785",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617710785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617714811",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617714811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617716922",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617716922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617736886",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617736886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617740685",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617740685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797617744542",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797617744542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797618795679",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797618795679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797618796480",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797618796480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797618804501",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797618804501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797618815482",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797618815482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797618815488",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797618815488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797618823540",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797618823540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797619830326",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797619830326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797619831964",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797619831964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797619833325",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797619833325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797619842261",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797619842261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797619842550",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797619842550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797619851753",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797619851753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797619876260",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797619876260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620904450",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620904450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620916521",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620916521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620916782",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620916782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620929297",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620929297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620951115",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620951115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620954815",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620954815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620959014",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620959014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620959594",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620959594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620965520",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620965520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620968789",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620968789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620970559",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620970559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620971652",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620971652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620972116",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620972116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797620972688",NA,"FALSE","download_failed: OSF download produced no directory for paper 0956797620972688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211005767",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211005767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211013045",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211013045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211015941",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211015941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211015942",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211015942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211016395",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211016395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211017870",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211017870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211032676",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211032676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211043426",NA,"TRUE",NA,46208,108,41116,4716,78,47,0,1,46,893,"47"
"09567976211048485",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211048485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976211061321",NA,"TRUE",NA,23184,29,20106,2769,56,8,0,0,8,642,"8"
"09567976211068070",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976211068070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956797621995197",NA,"FALSE","empty_repo: directory exists but contains no files for paper 0956797621995197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221079633",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221079633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221082637",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221082637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221082938",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221082938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221089599",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221089599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221116816",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221116816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221121348",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221121348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221134476",NA,"TRUE",NA,41810,25,8498,33005,34,11,0,0,11,905,"11"
"09567976221139496",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221139496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221140326",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221140326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976221145316",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976221145316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231160098",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231160098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231160702",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231160702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231165267",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231165267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231170878",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231170878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231172500",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231172500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231185127",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231185127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231188124",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231188124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231194221",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231194221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09567976231194590",NA,"TRUE",NA,56566,53,32342,23978,62,21,0,1,20,1504,"21"
"09567976231198435",NA,"FALSE","download_failed: OSF download produced no directory for paper 09567976231198435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
