"paper_id","run_at","success","error","elapsed_ms","download_ms","llm_ms","column_ms","n_files","n_data_files","n_agg_dirs","n_raw","n_nonraw","n_columns","n_src_files"
"0956797615577619","2026-03-27 11:11:06",TRUE,NA,3100,7,3085,3,5,0,0,0,0,0,0
"0956797615578122","2026-03-27 11:11:16",TRUE,NA,9881,9,5221,4647,15,15,0,0,15,571,15
"0956797615579273","2026-03-27 11:11:23",TRUE,NA,7022,4,7012,3,4,0,0,0,0,0,0
"0956797615582026","2026-03-27 11:13:10",TRUE,NA,107493,189,93144,14157,295,288,0,93,195,3556,99
"0956797615583038","2026-03-27 11:13:57",TRUE,NA,46812,24,10440,36344,22,4,0,0,4,276,4
"0956797615583071","2026-03-27 11:14:29",TRUE,NA,32350,19,19950,12378,38,2,0,0,2,56,2
"0956797615583804","2026-03-27 11:14:33",TRUE,NA,3952,9,3936,3,6,1,0,0,1,0,0
"0956797615583978","2026-03-27 11:14:44",TRUE,NA,10556,9,5389,5156,13,5,0,0,5,119,5
"0956797615585115","2026-03-27 11:15:13",TRUE,NA,29093,9,3164,25916,5,4,0,0,4,249,4
"0956797615586560","2026-03-27 11:16:05",TRUE,NA,52045,23,21174,30845,39,18,0,0,18,2414,18
"0956797615588195","2026-03-27 11:16:20",TRUE,NA,15343,12,11604,3723,20,12,0,0,12,574,6
"0956797615588753","2026-03-27 11:16:24",TRUE,NA,3304,6,3293,3,2,0,0,0,0,0,0
"0956797615590992","2026-03-27 11:16:39",TRUE,NA,15166,153,14927,83,1163,4,2,0,4,50,4
"0956797615592381","2026-03-27 11:17:05",TRUE,NA,25884,6,2485,23390,2,1,0,1,0,158,1
"0956797615595607","2026-03-27 11:37:56",TRUE,NA,1251555,763,67731,1183058,1498,1357,3,1331,26,8020,1336
"0956797615596713","2026-03-27 11:38:05",TRUE,NA,8217,9,3644,4560,5,5,0,0,5,44,5
"0956797615597333","2026-03-27 11:38:30",TRUE,NA,24962,15,15488,9456,23,10,0,4,6,258,10
"0956797615600890","2026-03-27 11:38:33",TRUE,NA,3530,4,2484,1040,4,1,0,0,1,10,1
"0956797615603934","2026-03-27 11:38:43",TRUE,NA,10368,3,2518,7844,2,1,0,0,1,260,1
"0956797615604625","2026-03-27 11:38:47",TRUE,NA,3793,3,1976,1812,3,1,0,0,1,15,1
"0956797615605818","2026-03-27 11:38:56",TRUE,NA,8342,7,4747,3586,10,8,0,0,8,68,8
"0956797615608267","2026-03-27 11:39:10",TRUE,NA,14700,7,4916,9771,10,4,0,0,4,424,4
"0956797614523297","2026-03-27 14:45:43",TRUE,NA,11343,40,11231,68,21,2,0,0,2,16,2
"0956797614524581","2026-03-27 14:47:06",TRUE,NA,82441,28,30971,51437,43,17,0,0,17,821,16
"0956797614527113","2026-03-27 14:47:08",TRUE,NA,2850,3,2842,3,1,0,0,0,0,0,0
"0956797614530571","2026-03-27 14:47:23",TRUE,NA,14081,11,8719,5346,15,6,0,0,6,17,6
"0956797614531439","2026-03-27 14:47:28",TRUE,NA,5223,5,2837,2376,3,3,0,0,3,14,3
"0956797614533802","2026-03-27 14:47:34",TRUE,NA,6225,5,6080,138,4,3,0,0,3,39,3
"0956797614533969","2026-03-27 14:47:55",TRUE,NA,21393,31,18789,2570,49,13,0,0,13,33,11
"0956797614534693","2026-03-27 14:47:58",TRUE,NA,2659,5,2647,3,3,0,0,0,0,0,0
"0956797614534695","2026-03-27 14:48:05",TRUE,NA,6844,4,4536,2302,4,3,0,0,3,19,3
"0956797614535400","2026-03-27 14:48:48",TRUE,NA,42903,27,22726,20148,40,3,0,0,3,189,3
"0956797614535810","2026-03-27 14:48:56",TRUE,NA,7855,6,4705,3141,6,4,0,0,4,124,4
"0956797614535937","2026-03-27 14:49:18",TRUE,NA,22472,35,16059,6373,29,2,0,0,2,40,2
"0956797614536738","2026-03-27 14:49:21",TRUE,NA,2774,3,1225,1544,1,1,0,0,1,20,1
"0956797614537280","2026-03-27 14:49:41",TRUE,NA,19847,8,3424,16413,3,2,0,0,2,115,2
"0956797614537833","2026-03-27 14:49:48",TRUE,NA,7165,7,5518,1637,2,1,0,0,1,28,1
"0956797614542273","2026-03-27 14:50:16",TRUE,NA,28230,5,2474,25749,2,2,0,0,2,246,2
"0956797614542274","2026-03-27 14:50:59",TRUE,NA,42606,4,4223,38375,9,4,0,0,4,187,4
"0956797614543022","2026-03-27 14:51:06",TRUE,NA,7463,3,4184,3274,4,2,0,0,2,25,2
"0956797614543801","2026-03-27 14:52:57",TRUE,NA,110694,93,87250,23348,283,18,1,0,18,186,6
"0956797614545131","2026-03-27 14:53:06",TRUE,NA,9110,13,4433,4661,7,3,0,0,3,42,3
"0956797614545886","2026-03-27 14:53:51",TRUE,NA,45381,4,2628,42746,6,3,0,0,3,186,3
"0956797614546556","2026-03-27 14:53:53",TRUE,NA,2052,2,2043,3,1,0,0,0,0,0,0
"0956797614547916","2026-03-27 14:55:02",TRUE,NA,68231,46,67842,340,193,146,0,0,146,146,146
"0956797614552828","2026-03-27 14:55:33",TRUE,NA,30969,4,7576,23384,7,1,0,0,1,125,1
"0956797614553009","2026-03-27 14:56:10",TRUE,NA,37696,10,10444,27237,23,12,0,0,12,229,12
"0956797614523297","2026-03-27 15:00:24",TRUE,NA,9196,34,9103,54,21,2,0,0,2,16,2
"0956797614523297","2026-03-27 15:04:16",TRUE,NA,12347,23,12267,53,21,2,0,0,2,16,2
"0956797614524581","2026-03-27 15:05:25",TRUE,NA,69677,26,23190,46456,43,13,0,0,13,765,12
"0956797614527113","2026-03-27 15:05:27",TRUE,NA,1825,5,1816,2,1,0,0,0,0,0,0
"0956797614530571","2026-03-27 15:05:42",TRUE,NA,15019,8,9399,5610,15,6,0,0,6,17,6
"0956797614531439","2026-03-27 15:05:46",TRUE,NA,3428,4,1352,2069,3,3,0,0,3,14,3
"0956797614533802","2026-03-27 15:05:50",TRUE,NA,4805,6,4661,132,4,3,0,0,3,39,3
"0956797614533969","2026-03-27 15:06:16",TRUE,NA,25808,20,24255,1530,49,16,0,0,16,33,11
"0956797614534693","2026-03-27 15:06:20",TRUE,NA,3335,5,3322,4,3,0,0,0,0,0,0
"0956797614534695","2026-03-27 15:06:30",TRUE,NA,10690,5,8531,2150,4,3,0,0,3,19,3
